RP_AgeGrp,RP_Sex,RP_MarStat,RP_Educ,RP_EmpStat,RP_TotInc,SP_TotInc,HH_TotInc,ED002_C,HC001_C,RE001_C,TC001_C,TE001_C,
05,2,1,1,3,267500,280500,548000,300,5660,5434,247145.75,497145.75,
02,1,1,3,1,73800,40000,113800,0,1790,134,50072,86882,
05,2,3,3,3,18200,0,27200,0,2000,1212,23931.68,24406.68,
05,1,2,2,3,19500,0,66500,0,0,1128,13649,20041,
02,1,1,3,1,97500,61900,159400,0,4600,2460.15,52401.25,87285.25,
01,2,2,3,2,36100,0,36100,3350,0,468,17405.8,23374.8,
03,2,1,4,1,95100,115100,233250,8000,3505,3496,70013,146273,
06,2,3,1,3,23750,0,23750,0,2593,804,8458,10103,
03,1,1,4,2,30875,9850,40725,1324,380.9,1920,88060.41,89130.41,
05,2,1,1,3,10500,25000,35500,0,714.2,1608,13299.14,14604.14,
01,2,1,2,1,20000,75000,95000,0,1940.29,780.46,27866.59,48003.59,
03,1,2,3,1,77500,0,96500,0,1215,1424,33024.8,58332.8,
03,2,1,3,2,33500,700,39900,6000,1660,672,79475,80296,
05,1,3,1,3,13000,0,13000,0,421.05,936,6661.05,6661.05,
06,2,3,1,3,24000,0,24000,0,400,288,15990,19100,
03,1,1,3,2,23800,3500,33550,0,200,2908,43903,47691,
04,2,1,9,1,164150,70000,234150,600,6745,6266,121016.2,195830.2,
05,2,3,3,3,27100,0,27100,150.14,2080.24,1116,55032.39,58602.39,
03,1,1,3,1,121825,10300,142025,300,3925,16459,74931,113279,
04,1,1,3,3,5700,31050,36750,0,1478,692,18864,33247.02,
02,2,1,2,2,21250,26000,47250,200,460,1214,26280.7,28722.7,
03,2,2,4,2,65000,0,67750,0,832,484,30476.22,54355.22,
04,2,1,3,3,46550,17100,76550,4150,4842.45,1622,29067.35,35999.35,
05,1,1,3,3,85700,24000,109700,0,5951,1260,50089,69949,
01,1,2,4,1,51800,0,88200,0,5100,1002,43187.18,56285.18,
05,1,1,1,3,46000,22500,68500,0,625,1360,24093,39170,
01,1,2,2,1,36350,0,36350,0,1565,1920,28564,36509,
04,1,2,1,3,11500,0,11500,0,168,0,10096,10196,
01,2,2,3,2,2600,0,56350,4150,3635,540,38573,41683,
04,2,1,4,1,-6700,191325,184625,0,8175,4228,90445,198046,
01,2,1,3,2,28000,117100,145100,800,1295.07,1645,67711.12,105183.12,
02,1,3,9,1,87575,0,87575,0,770,7591.49,73689.43,88611.99,
01,1,2,2,2,7675,0,17675,13120,72,1850,44634.1,45386.1,
04,2,1,3,2,27850,133750,161600,1350,1575,18731,66629,133808,
04,1,1,4,3,49500,37000,86500,0,1445,1012,28158,50364,
04,2,2,2,2,62500,0,62500,0,3706.58,2098,32173.7,44622.7,
02,2,2,3,2,29750,0,29750,0,720,2004,16744.67,17905.67,
03,2,1,3,2,91125,125400,216525,10500,300,4350,80659,163367,
04,2,3,2,3,21000,0,21000,0,104,816,53020.75,53595.75,
05,1,1,4,3,103725,-4200,108050,1550,15345,4425,81293,105263,
03,2,1,3,2,0,115000,115000,0,105,996.1,30086.19,63945.19,
06,1,1,3,3,36000,15450,51450,0,1042,1136,20705,29881,
03,2,1,4,1,118550,63775,182325,5200,980,3816,66792,120053,
04,2,1,4,3,10600,61550,72150,50,25964.09,1324,99218.63,108168.63,
03,2,1,4,1,76650,82500,159150,150,2129,6855,52410,105622,
04,1,1,3,2,37900,675,38575,0,3060.5,720,47977.45,57616.45,
02,1,1,4,2,15875,71750,87625,0,470.08,1410.11,58892.6,78745.6,
04,2,3,9,1,125250,0,125250,0,1128.62,12828,37133.49,74773.49,
02,2,1,3,1,75000,65000,140000,160,1625,1093,53245,104700,
02,1,1,4,1,130050,19150,149200,450,9755,860,93489,137990,
04,2,3,3,3,14500,0,14500,0,0,540,10560.89,10560.89,
03,2,3,3,1,27950,0,56800,1750,1395,1150,29126.3,33625.3,
03,1,3,4,1,40100,0,40100,1000,792,1154.18,33541.18,37758.18,
04,2,1,2,3,10000,24000,34000,0,1805.08,1116,52350.64,56206.64,
02,2,1,3,1,49200,0,49200,0,3005,1232,71872,94205,
06,1,1,3,3,22750,14500,37250,0,680,550,15774.1,15894.1,
04,1,1,2,3,32750,39400,72150,0,1545,944,51185,66014,
05,2,3,3,1,83800,0,83800,0,4069,372,34524,60611,
03,2,1,9,2,62500,67750,130250,0,3620,5297,47693.58,74824.58,
02,2,1,1,3,29150,33250,62400,520,3780,2213,57002,59286,
06,1,1,3,3,43550,44175,87725,0,425.06,1792,29887.96,43132.96,
05,1,1,4,2,89175,13500,102675,0,5600,870,26078,46479.7,
04,1,2,1,3,15000,0,15000,0,250,1200,8649.1,8649.1,
04,1,1,2,1,34900,18800,146200,0,1150,1090,25770.36,78471.36,
05,1,3,3,3,20650,0,20650,0,1025,0,9299,11749,
02,1,1,4,2,67500,77300,144800,5150,4465,1782,64045.02,106766.02,
04,1,2,3,1,18225,0,18225,0,2464,165,26089.53,27619.53,
02,1,1,4,1,92500,39300,131800,2050,175,1202,48542,79618,
03,2,1,3,2,31750,30000,61750,0,225,1108,47438.8,59112.8,
06,1,3,1,3,46350,0,46350,0,24715.2,0,32892.8,38896.8,
03,1,1,2,1,20000,33100,66000,11400.45,2500,3348.3,84067.84,90185.84,
03,1,1,4,1,155125,73250,228375,150,2880.04,4808,112643.72,183501.72,
05,2,1,2,3,14500,19400,33900,0,232,780,15297,15447,
03,1,1,4,1,105050,51500,156550,9000,2546.2,41510.63,139948.83,190054.83,
02,1,1,3,1,32750,36500,69250,110,2725,2328,35027,45593,
01,2,1,2,2,10500,47950,58450,4800,290,13358,111018,121056,
03,1,2,3,3,52500,0,52500,0,2351,4300,21906,33301,
06,1,3,2,3,55250,0,55250,150,780.13,2816,13946.35,25563.35,
03,2,3,3,1,7350,0,7350,0,1670,684,14707,14979,
06,1,1,1,3,28000,10050,38050,0,1375,708,10895,12400,
02,1,1,1,2,11000,2800,13800,0,1200,1376,20549,27194,
06,2,3,1,3,22050,0,22050,0,2900,1044,18180,18230,
01,2,1,4,2,39800,154300,194100,450,1859.66,19204,133674.7,191753.7,
04,2,3,4,2,72400,0,72400,40000,4936.21,18996,176511.81,202138.81,
05,1,3,1,3,19500,0,19500,0,1016,0,13721,13826,
03,1,2,3,1,65000,0,65000,0,330,1846,20985,41077,
04,1,1,2,3,32000,52300,84300,17950,1796,7349,61369.27,84453.27,
01,1,2,3,2,41950,0,41950,200,1200,10229,51417.35,59893.35,
04,1,1,3,1,140375,79250,305850,0,7740,1529,86257,170614,
03,2,1,2,3,8000,42400,50400,0,5966.48,0,54125.58,59341.58,
03,2,2,3,3,6750,0,18650,0,1265,0,13796,16200,
05,1,1,1,3,23050,17650,40700,100,240,3091,20311,23856,
04,1,2,4,1,65000,0,65000,0,80,0,58561.8,77550.8,
02,2,1,2,3,33500,25400,58900,550,1870,230,62878.16,73407.16,
06,2,3,1,3,22000,0,32000,0,220,132,7905,8500,
05,1,1,4,3,189000,162500,351500,0,105.02,1800,90859.67,191915.67,
04,2,3,2,1,25425,0,25425,400,3155,2400,39610,44897.22,
03,1,1,4,1,100450,111125,232075,1350,2025,2404,64550,135842,
04,2,1,4,2,87500,101500,189000,0,1885,10.01,43860.01,86062.01,
03,1,1,3,1,39500,20150,87175,0,363,936,55839.91,70899.91,
06,2,1,4,3,42000,38000,80000,0,731.57,2510,18917.89,32367.89,
03,2,3,4,1,86000,0,95850,50,2740,5406,75166,109056.2,
03,1,1,2,1,39175,38500,77675,2400,2605,1240,26942,42490,
02,2,1,4,3,6400,31675,38075,0,230,816,26644,33234,
06,2,3,3,3,23300,0,23300,0,1500,150,34674,34974,
03,2,3,3,3,8500,0,8500,4950,4235,505,93410,95731,
01,2,2,4,2,31475,0,31475,50,535,210.08,29714.08,32185.08,
02,1,1,2,2,42500,1900,44400,100,1275,2192,57343.55,62621.55,
02,1,1,3,1,57550,28200,85750,0,678,2667,49435.96,78991.96,
03,2,1,3,1,83500,102750,209200,1250,9905,2567,87783.9,154685.9,
04,1,1,1,3,34300,13550,70800,0,2169,1060,26258.51,35138.51,
04,2,1,1,1,29000,76000,157500,0,565,8316.2,47682.2,91333.71,
04,1,1,1,3,1400,0,2250,0,55,0,16771.2,16771.2,
02,1,1,4,1,165150,5300,170450,0,420,66652,111721,167484,
06,2,3,4,3,185750,0,185750,200,3100,9126,61732.85,125232.85,
04,2,1,2,2,35400,128300,163700,100,2960,12272.95,97816.95,146917.95,
06,2,3,1,3,25150,0,25150,0,128,672,14011.23,14231.23,
06,1,3,4,3,29050,0,29050,0,3807,408,29293.04,40318.61,
03,1,1,3,2,20000,63075,83075,0,4699,984,17199,36256,
04,2,1,2,2,20400,117950,138350,0,1830,6357.05,37465.85,67098.85,
05,2,3,3,3,77500,0,77500,0,2175,1956,24636,75786,
02,2,2,3,3,10000,0,10000,500,0,0,6812.06,7367.06,
03,2,1,9,2,32250,120900,155600,0,2430,4220.95,221051.96,271689.03,
05,1,1,3,1,114400,25750,140150,0,3520.06,8787.42,44670.92,71980.92,
04,2,1,3,1,82700,24300,128000,0,5040,851,21397,42096,
02,1,1,4,1,109150,5700,114850,1350,2680,1760.08,53481.08,81810.08,
03,1,1,3,1,49000,31000,80000,0,2608,672,48516,64158,
03,1,1,4,1,57500,44000,101500,0,0,0,14971,35139,
04,2,2,3,1,34800,0,47900,50,1040,1133,22227,26448,
02,1,1,4,1,75050,57400,132450,100,2040,3648,55523,87050.63,
02,2,1,3,2,37000,58000,95000,0,5290,800,67473,89399,
02,2,1,4,2,69300,77500,146800,3450,4745,4458.8,56470.8,104231.8,
04,2,3,1,3,16300,0,17350,0,0,1428,15904,16454,
01,1,2,3,2,51550,0,51550,0,0,0,18688,31162,
03,2,1,4,2,54800,95550,150350,4750,2818,11764,75003.2,121285.2,
03,1,1,9,1,67550,99200,166750,100,2846.48,8470,63679.74,104641.74,
01,1,1,2,1,47050,23500,70550,0,180,120,82292.34,93467.34,
04,2,2,2,3,29100,0,31900,0,0,996,14089,14365,
06,2,3,3,3,18500,0,18500,0,2832,998,8962,9802,
05,2,3,4,3,55000,0,55000,0,1310,708,33911,48811,
03,1,1,4,1,140425,11650,152075,500,575,3450,43630,93800,
01,1,2,2,1,45000,0,82450,0,368,282,28427.31,45980.31,
03,1,1,3,1,65150,82700,147850,0,880,3152,106030.88,143598.88,
02,1,1,2,1,92500,40000,132500,0,400,3501.2,32842.2,74851.2,
01,2,2,4,2,81250,0,81250,12000,0,0,25136.16,44435.16,
01,1,2,4,3,1200,0,1200,12800,200,2040,41372,41437,
02,1,1,2,2,13300,27000,40300,600,225,2820,26194,26471,
04,1,1,3,3,32075,37050,69125,650,1382,6126,32982.06,71113.06,
05,1,1,3,3,32500,11000,43500,0,1990,1482,13828,15113,
04,2,1,9,2,35400,18500,53900,50,955.29,1008.29,21400.82,31434.82,
02,1,2,4,1,34350,0,34350,0,60,0,11221.1,18829.1,
05,1,1,2,3,67200,29850,97050,0,240,4412,19697.11,35652.11,
04,2,1,1,2,20500,44000,64500,0,2055,1394,44239,60023,
04,2,2,3,3,12000,0,12000,0,859.11,852,15518.2,16813.2,
01,1,1,2,1,51100,36000,87100,3950,3242,1714,43502,57404,
03,1,1,3,2,52500,5000,57500,640,1100,1558,54179,68866,
05,1,1,4,3,87500,77500,165000,0,500,1152,24471.8,72554.8,
05,2,1,4,3,5375,108750,144450,0,4145,1496,46801.04,85339.04,
01,1,2,2,2,44550,0,44550,800,320,775,25888.39,36973.39,
04,1,2,3,1,120000,0,120000,0,300,1034,33558.2,68757.2,
01,1,1,3,1,94300,16500,110800,0,1250,8212.4,51343.4,82716.01,
05,1,1,4,3,80250,166000,246250,0,99,4347.35,38973.35,119272.35,
05,2,1,3,2,112700,165000,277700,0,6600,4032,90744.88,230748.88,
03,1,3,9,1,24250,0,24250,0,400,0,8202.32,9366.32,
05,1,1,9,1,104000,0,174000,0,1730.94,600,60016.22,101489.22,
02,2,1,9,1,79700,47350,127050,200,1423.74,6090,77240,100720,
05,2,1,1,2,15700,20350,36050,0,1280.04,1056,17880.18,17931.18,
03,1,1,4,1,135000,126200,278400,22500,3390,19388,156905,259886,
06,2,3,1,3,31100,0,31100,0,2140,1,9233.34,10563.38,
01,2,2,1,3,16500,0,16500,0,68,250.15,7127.07,7137.07,
05,1,1,3,3,11000,8750,19750,0,1715,0,13859.8,13859.8,
04,2,1,1,2,25050,87500,112550,0,573,792,95857.34,130120.34,
06,1,1,2,3,22000,11500,33500,0,990,904,20870,21290,
05,2,3,3,3,21000,0,21000,0,676,1068,8581,10485,
05,1,1,4,3,118100,28750,146850,4500,1915,3578,65441.16,125991.16,
03,1,1,3,1,85800,90500,176300,2600,1690,3140,50541,106302,
05,2,1,3,3,11325,21700,33025,100,5370,1623,70195,75770,
02,2,1,4,2,45800,180075,225875,0,120,2106.07,85139.23,157296.23,
04,1,2,2,3,46350,0,46350,0,2255,1092,15820.47,26320.47,
05,2,1,4,3,17800,35600,53400,0,3275,827,29509.88,34686.88,
06,1,1,4,3,118500,109500,228000,0,5410,8538.4,187143.6,312203.28,
05,2,3,2,3,21225,0,21225,0,1650,780,15242.43,15242.43,
06,2,1,3,3,15000,20175,35175,0,4899,732,19206,25806,
03,1,1,3,1,40000,28000,72700,4200,4680,1796,31367,46133.67,
06,2,3,2,3,62250,0,62250,0,2971.24,1433,34388.22,48383.22,
01,2,2,3,2,27450,0,74550,0,2115,328,38252.3,53861.3,
03,1,1,3,1,95000,65000,160000,0,1260.12,2381,70944.92,185954.92,
05,2,3,2,2,17300,0,17300,0,1078.3,1132.24,19367.98,19758.98,
03,1,1,4,1,60050,24000,84050,3350,445,5490,58115.93,78820.93,
02,2,2,2,1,25300,0,25300,0,2930,100,17978,21645,
03,1,1,3,2,14850,18400,33250,0,1500,1814,23626,28386,
03,1,1,4,1,60000,44000,104000,0,2145,510,51670.3,72392.3,
03,2,1,2,1,39750,100000,139750,6000,1020,2056,47097,91868,
04,1,1,4,2,110000,61500,229000,350,1017,4274.46,48377.66,118341.66,
05,2,1,3,3,17500,15500,33000,0,1682,1152,11864,12877.95,
04,1,3,4,1,50000,0,50000,850,640,2475.04,58096.18,74688.18,
01,2,1,1,1,15000,40000,55000,0,1188,500.65,42659.7,52154.7,
04,1,1,9,1,121200,17300,138500,12,2153,2076,43191,82468,
03,1,2,3,3,550,0,550,700,0,2400,38392.2,38892.2,
04,2,1,3,1,23625,174400,202525,1100,2110,6150,145262,218967,
01,1,1,3,2,22000,23300,45300,550,0,2950.21,63994.25,70144.25,
02,1,2,4,2,31525,0,31525,1050,288,900,37885,44142,
03,1,2,3,1,45975,0,78075,0,8536.74,2808,61515.62,84175.62,
04,2,2,4,1,77550,0,77550,0,2765,1174,20501.06,63208.06,
03,1,1,4,1,58075,66150,124225,0,7800,7837.95,51463.86,88996.86,
02,1,1,4,2,21575,20750,42325,14050,345,1789,61869.87,82136.87,
02,1,3,1,1,21100,0,115000,4050,0,850.24,46384.32,66651.32,
02,2,2,4,1,40350,0,40350,0,1748.25,250,26646.25,40206.25,
02,2,2,3,3,21500,0,21500,60,240,220,12839.01,13139.01,
04,2,1,2,3,48600,35000,83600,0,4580,9264.29,34245.29,48850.29,
06,2,3,4,3,21250,0,21250,0,3391,10376,41849,42749,
04,1,3,3,3,45675,0,66100,0,14597.1,19773,68339.76,74776.76,
04,2,3,3,3,95500,0,95500,0,240,0,21449,47310,
03,2,1,4,1,83850,71550,155400,3350,3908,3900,44812.25,92112.25,
04,2,1,2,2,17000,27750,55250,7500,3528.08,570,39766.28,46478.28,
03,1,3,4,2,35750,0,66475,7805,1450.12,565,34011.12,40892.12,
06,2,1,3,3,40000,28900,68900,0,4547.89,1303,24398.89,28653.89,
05,1,3,4,1,73250,0,73250,0,13565.25,1380,58063.65,72083.65,
02,2,1,4,3,21000,120050,141050,0,300.24,744,75784.63,102545.63,
02,2,1,9,2,25025,62550,87575,900.48,520,2585,41943.56,56775.56,
06,1,1,1,3,23775,15500,39275,0,1800,728,43296,51296,
01,2,2,1,1,18500,0,39550,0,16015,0,53532.4,58173.4,
04,1,2,2,1,75000,0,75000,0,3642.5,3240,31448.5,48197.5,
02,1,1,4,1,105000,30400,135400,0,485,592,76656,113726,
04,2,1,3,3,45000,45100,90100,0,2530,828,27955,47041,
06,2,1,2,3,13100,17675,30775,0,5730,612,17103,18785,
03,1,1,3,1,95000,90425,208150,2850,984,3796.42,67932.42,133941.42,
02,2,2,4,2,13075,0,13075,13450,0,1733,50686,51338,
06,1,3,3,3,37575,0,74175,0,3400,1152,21287.58,22887.58,
05,1,3,1,3,30000,0,30000,100,464,288,9949,12644,
02,2,2,3,1,55000,0,55000,0,875,348,33959,50408,
03,1,2,2,1,43050,0,43050,0,0,1016,20986.63,30174.63,
02,2,2,1,3,29000,0,29000,0,0,240.12,15353.12,15578.12,
03,2,1,3,1,40000,27500,67500,200,1925,1318,57440.15,68972.15,
01,2,1,2,3,775,19250,20025,0,0,778,11730,13165,
01,1,2,2,3,4525,0,4525,7300,100,0,34082.66,34082.66,
04,1,3,4,3,52075,0,52075,0,460,960,24028.66,31057.66,
04,1,1,3,1,60000,35450,103150,0,1860,2400.6,39404.6,68162.6,
03,2,1,4,1,45300,29000,74300,0,1670,1236,26757,44032,
04,2,3,4,2,48200,0,48200,0,1750,1888,20930,31916,
03,2,1,2,1,48000,37050,85050,0,1175,324,20901.32,41753.32,
01,1,2,3,2,41700,0,41700,0,1010,0,4362,6381,
03,2,1,3,1,32400,44000,83900,1150,1045,2828.18,58705.05,73486.05,
03,1,2,1,1,22700,0,22700,0,100,0,17434.42,21568.42,
04,1,1,3,2,170175,30000,200175,0,1260.37,2810.2,48354.59,108824.59,
06,2,3,1,3,24250,0,24250,0,400,804,12660,14249,
02,2,1,9,1,150975,75925,226900,0,3425.09,1872.16,60268.2,131869.2,
01,1,1,4,1,41000,52750,93750,0,340.35,1512,40838.35,64815.35,
03,1,1,2,1,90275,88900,179175,0,1577.1,13660,63356.1,125325.1,
04,1,1,4,1,317775,42475,360250,8250,10400.32,9564.13,219555.15,459099.15,
03,1,2,4,1,125000,0,125000,0,2720,2081.83,22338.83,67174.83,
03,2,1,3,1,41000,59000,107050,7350,13250,3597,67542.15,91790.01,
03,2,1,4,1,141650,137500,279150,100,2515.04,11467,92942.4,189090.4,
03,1,1,3,1,48900,26700,91500,2750,4870,5668,61978,90149,
03,2,1,4,1,77650,62000,139650,300,14204,4350,60422,103849,
04,2,1,3,3,11500,19500,31000,0,1296,1116,11416,11966,
01,1,2,2,3,1325,0,1325,10350,350,2900,38142,38142,
05,2,3,1,3,32500,0,32500,0,1200,468,14325,18115,
02,2,1,9,1,155000,80000,235000,300,11984.1,9296,90882.26,151420.26,
02,2,1,4,2,69500,180350,249850,300,1995,2152,88433,177684,
02,1,1,4,1,32000,21000,53000,200,120,190,22418.27,32294.27,
03,2,3,3,1,38375,0,59475,0,1695,1572,20839,30253,
02,2,1,4,1,80600,52000,132600,1300,2065,6070,52561,89428,
02,1,1,3,1,87600,30100,117700,0,835,1738,97317,120920,
02,1,1,3,1,72100,68250,140350,0,2615,13460,119660.63,148022.63,
03,1,1,4,1,101025,201350,302375,0,2845,13045.72,75258.72,185183.42,
05,2,1,2,3,17000,13500,30500,0,3230,1759,21711,29226,
06,2,1,1,3,12425,19125,31550,0,400,744,8539,9444,
06,2,3,1,3,15000,0,15000,0,3580,0,29224,29974,
02,2,1,3,1,89800,61300,151100,450,5195,7243,81987.2,129947.2,
03,2,3,9,1,72500,0,126650,4000,1401,12250,70098.11,94021.11,
05,2,1,3,2,41250,0,41250,0,650,3940,32222.68,41139.68,
01,2,1,4,1,77500,62725,140225,0,855.19,1150,58570.79,93288.79,
03,1,1,4,1,105250,25500,130750,13868,2291,2084,55274,105758,
04,2,2,2,1,59050,0,59050,0,2362,1780,32031,45862,
04,2,3,3,2,43450,0,43450,0,3785,237,37626.39,44465.39,
03,1,3,3,1,41175,0,62175,0,3640,1200,21107,31833,
03,2,1,4,1,116700,88850,210800,2800,6796,10415,70050.15,147824.15,
03,1,1,4,1,58650,31375,150525,11500,5095,1920,137755.95,199800.95,
05,2,3,3,2,105600,0,105600,0,1325,2284.65,21758.65,47143.65,
03,2,1,3,2,14000,77550,96450,800,5370,2408,46750,71118,
02,1,1,3,1,18100,12500,30600,0,1200,50,39029.74,39880.74,
06,1,3,4,3,98900,0,98900,0,3720,1008,21231.66,59431.66,
04,1,1,2,1,22000,43000,76000,0,0,5456,47427,56587,
03,1,1,4,1,47050,17250,64300,0,2455,3460,35578.95,49218.95,
03,1,1,3,1,49000,3800,66875,8800,1794,1291,89521.4,101934.26,
06,2,2,4,3,111000,0,111000,350,2157.25,1909,27582.61,52297.61,
05,1,1,1,2,39000,13000,52000,0,250,0,24725.27,27742.27,
02,2,3,2,2,27000,0,27000,50,288,816,25183.44,25603.44,
03,2,1,3,1,49600,63500,113100,0,6900,20370,100165.8,126191.8,
04,1,2,2,1,49000,0,52850,200,380,0,17311.16,47370.16,
03,2,1,3,2,7450,57500,64950,0,2450,1556,99043,108375,
04,2,1,3,1,17000,23200,40200,0,770,1972,23015,29489,
03,1,1,3,1,185000,40250,227250,11000,300,35496.34,150200.14,216610.14,
03,2,3,3,1,87000,0,94400,0,2420,1932,37417,70637,
03,1,2,3,1,70000,0,70000,0,322,22239,78326,99364,
03,2,2,2,1,112500,0,112500,0,0,5362.88,23175.17,50281.17,
06,2,3,3,3,20000,0,47150,0,3024,0,16011,21456,
02,2,1,4,3,9250,19750,29000,2000,1900,600,57289,58436,
03,2,1,4,1,60000,180000,240000,500,3755,1980,72869.16,143613.16,
06,1,3,4,3,57100,0,57100,0,1400.8,1062,16920.8,35646.8,
03,1,3,2,1,78500,0,78500,0,2575,9602,63634.13,100488.13,
02,2,1,4,1,35800,29800,65600,7550,1000.6,1350,45880.6,49816.6,
03,2,1,9,1,73400,105950,179350,500,4570,4734.95,67657.42,122059.95,
05,2,1,3,3,12500,19500,32000,0,2593,1338,28850.2,30246.2,
04,2,1,3,2,33225,55600,88825,650,6670,3766.36,51587.36,73103.36,
03,2,1,4,1,73600,123500,197100,0,350.15,4456,27284.15,120643.15,
02,1,1,3,2,119650,65000,184650,4100,0,7315.26,202951.29,256546.29,
06,2,3,3,3,53400,0,53400,0,4174,1176,29233,39641.55,
06,1,1,4,3,82500,33250,115750,0,3545,598,23558.21,45008.21,
04,2,1,3,2,48700,17175,65875,0,2605,3477,110542.6,130962.6,
05,2,3,1,3,33000,0,33000,0,600,1464,17683.7,20851.7,
05,2,3,3,3,40500,0,40500,0,2235,1328,25196.65,29996.65,
05,2,1,4,3,61500,64000,125500,0,8366,42265.05,73923.05,115423.05,
04,1,1,2,1,58250,40000,98250,0,1200,1378,34607,63371,
04,2,1,2,2,6750,78650,85400,0,3330,1080,40261,66810,
04,1,2,4,3,10500,0,42500,0,850.22,888,34687.55,37999.55,
02,2,1,4,1,86000,44100,130100,1400,5235,7539.2,69896.2,101681.46,
05,2,3,2,3,45000,0,45000,0,2540,480,31098.36,50798.36,
02,2,2,2,1,21625,0,21625,0,370,180,30108.81,31950.81,
06,1,3,1,3,34050,0,34050,0,960,684,10243,11543,
04,1,3,9,1,71500,0,71500,450,3824.06,12522,66521.62,77620.62,
03,1,3,2,1,120000,0,120000,0,680,1108,79694,136355,
02,2,1,3,1,73000,72900,145900,650,750.24,23671,81221.14,114614.14,
03,1,1,2,1,875,31000,31875,0,750,2556,21980,23265,
03,2,1,3,1,25000,52500,77500,0,2660,1841,31700,49687,
03,2,1,4,3,11675,223850,235525,1200,6400.15,996,35987.91,116286.91,
03,1,1,3,1,95000,33200,128200,1050,7221.28,8451.96,66746.91,104844.91,
02,1,1,4,1,32250,55000,87250,8250.23,710,5750,49891.42,63066.42,
03,1,1,3,1,36725,35400,72125,150,895,2514,43125.99,63706.99,
03,2,1,4,1,58400,61150,119550,1250,3581.25,6353.52,76108.85,98312.85,
03,2,1,4,2,20600,160000,180600,700,385,7836.3,176253.1,230418.1,
02,2,1,4,1,98500,31350,129850,4250,2500,2460,42767,82142,
05,2,3,3,3,7225,0,7225,0,490,444,51535,54635,
04,2,3,1,3,39275,0,39275,0,3320,612,38565,45865,
03,1,1,4,1,66150,115175,181325,150,4439,6358,49540,105673,
05,1,1,1,3,15500,13000,28500,0,1300,948,56135,63135,
01,2,2,3,1,37375,0,37375,0,90,20,17085.91,26069.91,
02,1,1,3,1,49750,39000,88750,1050,1500,900,73487,91453,
06,2,3,4,2,52000,0,52000,0,4780,1608,55102.36,70306.36,
05,1,1,2,3,57000,9500,66500,0,850,694,20477,27627,
03,1,1,4,1,46400,52300,100750,2400,2555,5140,47039,62485,
05,1,1,2,3,23250,15050,38300,0,800,1444,45778,49363,
04,2,1,2,1,130000,57500,187500,0,0,1930.33,37481.19,75429.19,
03,2,1,4,1,55000,135000,190000,0,2005,3326,29034,86016,
06,1,1,1,3,15500,61000,76500,0,5373,1288,61482,84552,
02,1,3,4,3,3225,0,3225,16400,1765,948,32362.1,32457.1,
06,2,3,1,3,22350,0,22350,0,1182,1840,12779,15584,
05,2,3,3,3,24175,0,24175,0,1560,600,52738,57638,
06,2,3,1,3,24000,0,24000,0,144,720,11589.68,11639.68,
03,2,1,1,3,1650,66250,76550,2700,1810,2860,74445.03,86453.03,
05,2,1,4,3,30000,43600,73600,0,3698.5,2400,22465.5,36155.5,
03,1,1,9,1,221250,99700,320950,0,1155,36471.2,143420.95,277900.95,
01,2,1,3,1,18900,96500,115400,0,2433,1860,41506.8,67464.8,
02,1,2,1,2,55000,0,55000,550,1505,1756,46463,67234,
04,1,1,4,1,31000,34000,109750,8500.45,0,2160,83002.07,101253.07,
03,1,2,9,3,8000,0,8000,0,0,0,900,900,
04,2,1,4,1,141825,44100,185925,0,645.12,2050,36954.81,84701.81,
05,2,1,2,3,27600,27000,54600,0,2535,1103,28646,36006,
03,1,1,3,1,58550,63500,122050,9330,3595,4926,64548,89927,
01,1,2,3,1,33425,0,44975,0,3125,2244.9,136885.98,140275.98,
03,1,1,4,1,55000,29750,84750,7800,2045.06,300,51984.06,74233.06,
02,2,1,4,1,96800,50925,147725,0,200,800.05,55173.65,90697.65,
02,2,1,4,3,3000,82500,104000,50,2055.05,2600,65907.72,86101.72,
03,2,3,1,2,10800,0,10800,0,435,612,7926,8192,
02,2,1,3,1,96100,46950,143050,0,1475,1440,71773.14,112788.14,
05,2,3,2,3,20000,0,20000,150,759,456,15275,15917,
05,2,1,3,3,32875,68150,101025,0,1885,1080,13112.2,27812.2,
03,1,3,3,1,39900,0,39900,0,0,100,11189,23006,
03,2,1,1,1,26000,31050,139350,0,3060.77,5963,49199.77,70865.77,
01,2,2,2,2,8050,0,37300,11050,240,2408,139484,143071,
03,1,1,4,1,60000,116575,176575,0,1150,828,45193.74,82636.74,
04,1,1,2,3,50850,21850,72700,0,0,2952.39,39610.55,48245.55,
01,2,2,3,1,41600,0,41600,0,2605.04,6961,33858.23,44413.23,
04,1,2,4,2,17475,0,17475,0,0,792,15888.8,17926.8,
06,1,3,1,3,20000,0,38500,0,3050,5270,31120,32530,
01,2,2,3,2,30825,0,30825,6400.5,1372,800,34864.5,39040.5,
02,1,3,4,1,48050,0,48050,0,0,0,10568,28053,
04,2,3,2,2,26100,0,26100,0,650,240,10304.73,10415.73,
06,2,3,3,3,48700,0,48700,0,1305,828,19547.06,30757.06,
04,2,3,3,1,40175,0,40175,0,1417,0,27791,36804,
02,2,1,9,1,94575,67500,162075,70,2096.64,5750,128449.18,167554.18,
04,1,3,2,3,18975,0,18975,0,10355,840,80956,81006,
04,2,1,4,1,88550,97500,204600,379,10935,4276,55763,116174,
